"","program","programska_klasifikacija","funkcija","ekonomska_klasifikacija","budzet","sopstveni_izvori","ostali_izvori","grad"
"662","РАЗВОЈ КУЛТУРЕ И ИНФОРМИСАЊА","Функционисање локалних установа културе","Услуге културе","СТАЛНИ ТРОШКОВИ",-2125000,-45000,0,"Priboj"
"663","РАЗВОЈ КУЛТУРЕ И ИНФОРМИСАЊА","Функционисање локалних установа културе","Услуге културе","ТРОШКОВИ ПУТОВАЊА",-30000,-33000,0,"Priboj"
"664","РАЗВОЈ КУЛТУРЕ И ИНФОРМИСАЊА","Функционисање локалних установа културе","Услуге културе","УСЛУГЕ ПО УГОВОРУ",-2853000,-65000,-450000,"Priboj"
"665","РАЗВОЈ КУЛТУРЕ И ИНФОРМИСАЊА","Функционисање локалних установа културе","Услуге културе","СПЕЦИЈАЛИЗОВАНЕ УСЛУГЕ",0,-50000,-450000,"Priboj"
"666","РАЗВОЈ КУЛТУРЕ И ИНФОРМИСАЊА","Функционисање локалних установа културе","Услуге културе","ТЕКУЋЕ ПОПРАВКЕ И ОДРЖАВАЊЕ",-1070000,-1e+05,0,"Priboj"
"667","РАЗВОЈ КУЛТУРЕ И ИНФОРМИСАЊА","Функционисање локалних установа културе","Услуге културе","МАТЕРИЈАЛ",-125000,-125000,-3e+05,"Priboj"
"668","РАЗВОЈ КУЛТУРЕ И ИНФОРМИСАЊА","Функционисање локалних установа културе","Услуге културе","ТРАНСФЕРИ ОСТАЛИМ НИВОИМА ВЛАСТИ",-1000,0,0,"Priboj"
"669","РАЗВОЈ КУЛТУРЕ И ИНФОРМИСАЊА","Функционисање локалних установа културе","Услуге културе","ОСТАЛЕ ДОТАЦИЈЕ И ТРАНСФЕРИ",-155000,0,0,"Priboj"
"670","РАЗВОЈ КУЛТУРЕ И ИНФОРМИСАЊА","Функционисање локалних установа културе","Услуге културе","НАКНАДЕ ЗА СОЦИЈАЛНУ ЗАШТИТУ ИЗ БУЏЕТА",0,-25000,0,"Priboj"
"671","РАЗВОЈ КУЛТУРЕ И ИНФОРМИСАЊА","Функционисање локалних установа културе","Услуге културе","ПОРЕЗИ, ОБАВЕЗНЕ ТАКСЕ, КАЗНЕ, ПЕНАЛИ И КАМАТЕ",-295000,-17000,0,"Priboj"
"672","РАЗВОЈ КУЛТУРЕ И ИНФОРМИСАЊА","Функционисање локалних установа културе","Услуге културе","ЗГРАДЕ И ГРАЂЕВИНСКИ ОБЈЕКТИ",-6e+05,0,0,"Priboj"
"673","РАЗВОЈ КУЛТУРЕ И ИНФОРМИСАЊА","Функционисање локалних установа културе","Услуге културе","МАШИНЕ И ОПРЕМА",-3e+05,-60000,0,"Priboj"
"674","РАЗВОЈ КУЛТУРЕ И ИНФОРМИСАЊА","Јачање културне продукције и уметничког стваралаштва","Услуге културе","УСЛУГЕ ПО УГОВОРУ",-850000,0,0,"Priboj"
"675","РАЗВОЈ КУЛТУРЕ И ИНФОРМИСАЊА","Јачање културне продукције и уметничког стваралаштва","Услуге културе","СПЕЦИЈАЛИЗОВАНЕ УСЛУГЕ",-1595000,0,0,"Priboj"
"676","РАЗВОЈ КУЛТУРЕ И ИНФОРМИСАЊА","Јачање културне продукције и уметничког стваралаштва","Услуге културе","МАТЕРИЈАЛ",-435000,0,0,"Priboj"
"677","РАЗВОЈ КУЛТУРЕ И ИНФОРМИСАЊА","Функционисање локалних установа културе","Услуге културе","ПЛАТЕ, ДОДАЦИ И НАКНАДЕ ЗАПОСЛЕНИХ (ЗАРАДЕ)",-5259000,0,0,"Priboj"
"678","РАЗВОЈ КУЛТУРЕ И ИНФОРМИСАЊА","Функционисање локалних установа културе","Услуге културе","СОЦИЈАЛНИ ДОПРИНОСИ НА ТЕРЕТ ПОСЛОДАВЦА",-903000,0,0,"Priboj"
"679","РАЗВОЈ КУЛТУРЕ И ИНФОРМИСАЊА","Функционисање локалних установа културе","Услуге културе","НАКНАДЕ ТРОШКОВА ЗА ЗАПОСЛЕНЕ",-123000,0,0,"Priboj"
"680","РАЗВОЈ КУЛТУРЕ И ИНФОРМИСАЊА","Функционисање локалних установа културе","Услуге културе","НАГРАДЕ ЗАПОСЛЕНИМА И ОСТАЛИ ПОСЕБНИ РАСХОДИ",-50000,0,0,"Priboj"
"681","РАЗВОЈ КУЛТУРЕ И ИНФОРМИСАЊА","Функционисање локалних установа културе","Услуге културе","СТАЛНИ ТРОШКОВИ",-594000,0,0,"Priboj"
"682","РАЗВОЈ КУЛТУРЕ И ИНФОРМИСАЊА","Функционисање локалних установа културе","Услуге културе","ТРОШКОВИ ПУТОВАЊА",-40000,0,0,"Priboj"
"683","РАЗВОЈ КУЛТУРЕ И ИНФОРМИСАЊА","Функционисање локалних установа културе","Услуге културе","УСЛУГЕ ПО УГОВОРУ",-1565000,0,0,"Priboj"
"684","РАЗВОЈ КУЛТУРЕ И ИНФОРМИСАЊА","Функционисање локалних установа културе","Услуге културе","ТЕКУЋЕ ПОПРАВКЕ И ОДРЖАВАЊЕ",-190000,0,0,"Priboj"
"685","РАЗВОЈ КУЛТУРЕ И ИНФОРМИСАЊА","Функционисање локалних установа културе","Услуге културе","МАТЕРИЈАЛ",-450000,0,0,"Priboj"
"686","РАЗВОЈ КУЛТУРЕ И ИНФОРМИСАЊА","Функционисање локалних установа културе","Услуге културе","ОСТАЛЕ ДОТАЦИЈЕ И ТРАНСФЕРИ",-473000,0,0,"Priboj"
"687","РАЗВОЈ КУЛТУРЕ И ИНФОРМИСАЊА","Функционисање локалних установа културе","Услуге културе","ЗГРАДЕ И ГРАЂЕВИНСКИ ОБЈЕКТИ",-7e+05,0,0,"Priboj"
"688","РАЗВОЈ КУЛТУРЕ И ИНФОРМИСАЊА","Функционисање локалних установа културе","Услуге културе","МАШИНЕ И ОПРЕМА",-1197000,0,0,"Priboj"
"689","РАЗВОЈ КУЛТУРЕ И ИНФОРМИСАЊА","Унапређење система очувања и представљања културно-историјског наслеђа","Услуге културе","ТРОШКОВИ ПУТОВАЊА",-386000,0,0,"Priboj"
"690","РАЗВОЈ КУЛТУРЕ И ИНФОРМИСАЊА","Унапређење система очувања и представљања културно-историјског наслеђа","Услуге културе","УСЛУГЕ ПО УГОВОРУ",-4e+05,0,0,"Priboj"
"691","РАЗВОЈ КУЛТУРЕ И ИНФОРМИСАЊА","Унапређење система очувања и представљања културно-историјског наслеђа","Услуге културе","СПЕЦИЈАЛИЗОВАНЕ УСЛУГЕ",-680000,0,0,"Priboj"
"692","РАЗВОЈ КУЛТУРЕ И ИНФОРМИСАЊА","Унапређење система очувања и представљања културно-историјског наслеђа","Услуге културе","МАТЕРИЈАЛ",-295000,0,0,"Priboj"
"693","РАЗВОЈ КУЛТУРЕ И ИНФОРМИСАЊА","Функционисање локалних установа културе","Услуге културе","ПЛАТЕ, ДОДАЦИ И НАКНАДЕ ЗАПОСЛЕНИХ (ЗАРАДЕ)",-5450000,0,0,"Priboj"
"694","РАЗВОЈ КУЛТУРЕ И ИНФОРМИСАЊА","Функционисање локалних установа културе","Услуге културе","СОЦИЈАЛНИ ДОПРИНОСИ НА ТЕРЕТ ПОСЛОДАВЦА",-980000,0,0,"Priboj"
"695","РАЗВОЈ КУЛТУРЕ И ИНФОРМИСАЊА","Функционисање локалних установа културе","Услуге културе","СОЦИЈАЛНА ДАВАЊА ЗАПОСЛЕНИМА",-260000,0,0,"Priboj"
"696","РАЗВОЈ КУЛТУРЕ И ИНФОРМИСАЊА","Функционисање локалних установа културе","Услуге културе","НАКНАДЕ ТРОШКОВА ЗА ЗАПОСЛЕНЕ",-70000,0,0,"Priboj"
"697","РАЗВОЈ КУЛТУРЕ И ИНФОРМИСАЊА","Функционисање локалних установа културе","Услуге културе","СТАЛНИ ТРОШКОВИ",-631000,-92000,0,"Priboj"
"698","РАЗВОЈ КУЛТУРЕ И ИНФОРМИСАЊА","Функционисање локалних установа културе","Услуге културе","ТРОШКОВИ ПУТОВАЊА",-31000,-6000,0,"Priboj"
"699","РАЗВОЈ КУЛТУРЕ И ИНФОРМИСАЊА","Функционисање локалних установа културе","Услуге културе","УСЛУГЕ ПО УГОВОРУ",-1512000,-9000,0,"Priboj"
"700","РАЗВОЈ КУЛТУРЕ И ИНФОРМИСАЊА","Функционисање локалних установа културе","Услуге културе","СПЕЦИЈАЛИЗОВАНЕ УСЛУГЕ",-40000,-3000,0,"Priboj"
"701","РАЗВОЈ КУЛТУРЕ И ИНФОРМИСАЊА","Функционисање локалних установа културе","Услуге културе","ТЕКУЋЕ ПОПРАВКЕ И ОДРЖАВАЊЕ",-30000,-5000,0,"Priboj"
"702","РАЗВОЈ КУЛТУРЕ И ИНФОРМИСАЊА","Функционисање локалних установа културе","Услуге културе","МАТЕРИЈАЛ",-31000,-30000,0,"Priboj"
"703","РАЗВОЈ КУЛТУРЕ И ИНФОРМИСАЊА","Функционисање локалних установа културе","Услуге културе","ТРАНСФЕРИ ОСТАЛИМ НИВОИМА ВЛАСТИ",-1000,0,0,"Priboj"
"704","РАЗВОЈ КУЛТУРЕ И ИНФОРМИСАЊА","Функционисање локалних установа културе","Услуге културе","ОСТАЛЕ ДОТАЦИЈЕ И ТРАНСФЕРИ",-150000,0,0,"Priboj"
"705","РАЗВОЈ КУЛТУРЕ И ИНФОРМИСАЊА","Функционисање локалних установа културе","Услуге културе","МАШИНЕ И ОПРЕМА",-80000,0,0,"Priboj"
"706","РАЗВОЈ КУЛТУРЕ И ИНФОРМИСАЊА","Функционисање локалних установа културе","Услуге културе","НЕМАТЕРИЈАЛНА ИМОВИНА",-2e+05,-56000,0,"Priboj"
"707","РАЗВОЈ СПОРТА И ОМЛАДИНЕ","Функционисање локалних спортских установа","Услуге рекреације и спорта","ПЛАТЕ, ДОДАЦИ И НАКНАДЕ ЗАПОСЛЕНИХ (ЗАРАДЕ)",-8934000,-950000,0,"Priboj"
"708","РАЗВОЈ СПОРТА И ОМЛАДИНЕ","Функционисање локалних спортских установа","Услуге рекреације и спорта","СОЦИЈАЛНИ ДОПРИНОСИ НА ТЕРЕТ ПОСЛОДАВЦА",-1537000,-160000,0,"Priboj"
"709","РАЗВОЈ СПОРТА И ОМЛАДИНЕ","Функционисање локалних спортских установа","Услуге рекреације и спорта","СОЦИЈАЛНА ДАВАЊА ЗАПОСЛЕНИМА",-150000,-1e+05,0,"Priboj"
"710","РАЗВОЈ СПОРТА И ОМЛАДИНЕ","Функционисање локалних спортских установа","Услуге рекреације и спорта","НАКНАДЕ ТРОШКОВА ЗА ЗАПОСЛЕНЕ",-280000,0,0,"Priboj"
"711","РАЗВОЈ СПОРТА И ОМЛАДИНЕ","Функционисање локалних спортских установа","Услуге рекреације и спорта","СТАЛНИ ТРОШКОВИ",-1663000,-490000,0,"Priboj"
"712","РАЗВОЈ СПОРТА И ОМЛАДИНЕ","Функционисање локалних спортских установа","Услуге рекреације и спорта","ТРОШКОВИ ПУТОВАЊА",0,-15000,0,"Priboj"
"713","РАЗВОЈ СПОРТА И ОМЛАДИНЕ","Функционисање локалних спортских установа","Услуге рекреације и спорта","УСЛУГЕ ПО УГОВОРУ",-4242000,-627000,0,"Priboj"
"714","РАЗВОЈ СПОРТА И ОМЛАДИНЕ","Функционисање локалних спортских установа","Услуге рекреације и спорта","СПЕЦИЈАЛИЗОВАНЕ УСЛУГЕ",-52000,-15000,0,"Priboj"
"715","РАЗВОЈ СПОРТА И ОМЛАДИНЕ","Функционисање локалних спортских установа","Услуге рекреације и спорта","ТЕКУЋЕ ПОПРАВКЕ И ОДРЖАВАЊЕ",-1115000,-167000,0,"Priboj"
"716","РАЗВОЈ СПОРТА И ОМЛАДИНЕ","Функционисање локалних спортских установа","Услуге рекреације и спорта","МАТЕРИЈАЛ",-407000,-3e+05,0,"Priboj"
"717","РАЗВОЈ СПОРТА И ОМЛАДИНЕ","Функционисање локалних спортских установа","Услуге рекреације и спорта","ОСТАЛЕ ДОТАЦИЈЕ И ТРАНСФЕРИ",-110000,0,0,"Priboj"
"718","РАЗВОЈ СПОРТА И ОМЛАДИНЕ","Функционисање локалних спортских установа","Услуге рекреације и спорта","ПОРЕЗИ, ОБАВЕЗНЕ ТАКСЕ, КАЗНЕ, ПЕНАЛИ И КАМАТЕ",-1910000,0,0,"Priboj"
